,city,date,hashtag,count,mean,neg,neg%
112527,Sydney,12, challengeaccepted,933,0.05039523043944208,0.0,0.0
113102,Sydney,12, family,933,0.0506430868167197,0.0,0.0
113252,Sydney,12, fun,933,0.050803858520899726,0.0,0.0
114246,Sydney,12, next,931,0.049999999999999455,0.0,0.0
114310,Sydney,12, obamagate,627,0.15484734917288226,150.0,0.23923444976076555
112141,Sydney,12, assange,430,0.1009460887949255,2.0,0.004651162790697674
112413,Sydney,12, breaking,365,0.2552770859277702,15.0,0.0410958904109589
114021,Sydney,12, masterchefau,345,0.0462771096070463,151.0,0.43768115942028984
117058,Sydney,13, ff7,616,0.1746617965367947,1.0,0.0016233766233766235
117059,Sydney,13, ff7r,616,0.1752531694495962,1.0,0.0016233766233766235
116082,Sydney,13, auspol,300,0.07968303872053871,47.0,0.15666666666666668
115848,Sydney,13, abia2020,247,0.17710148039095416,41.0,0.1659919028340081
116631,Sydney,13, covid19,220,0.13006559507411786,54.0,0.24545454545454545
115863,Sydney,13, acnh,196,0.2544932630790406,18.0,0.09183673469387756
117906,Sydney,13, masterchefau,194,0.11719478077644958,64.0,0.32989690721649484
115924,Sydney,13, alanjones,150,0.4371053391053391,5.0,0.03333333333333333
117029,Sydney,13, family,127,0.0654154736339775,1.0,0.007874015748031496
118534,Sydney,13, radio,127,0.4867982411289498,0.0,0.0
121159,Sydney,14, galax,780,0.0999999999999998,0.0,0.0
121946,Sydney,14, masterchefau,403,0.17516561877604064,119.0,0.29528535980148884
119963,Sydney,14, auspol,289,-0.008281159760398546,151.0,0.5224913494809689
120530,Sydney,14, covid19,282,0.1197501665165672,85.0,0.30141843971631205
122504,Sydney,14, potus,242,0.2669817269507341,0.0,0.0
122766,Sydney,14, rubydutton,195,0.27083114593739605,22.0,0.11282051282051282
123141,Sydney,14, survivor,195,0.3192087542087541,17.0,0.08717948717948718
119734,Sydney,14, acnh,143,0.2859376986649715,8.0,0.055944055944055944
122582,Sydney,14, qanon,140,0.4702510822510817,0.0,0.0
120993,Sydney,14, ff7,137,0.17661192214111962,2.0,0.014598540145985401
124013,Sydney,15, assange,533,-0.07450489889514292,508.0,0.9530956848030019
124517,Sydney,15, covid19,515,0.06820432129898174,84.0,0.16310679611650486
124590,Sydney,15, daisies,481,0.22318116849366915,3.0,0.006237006237006237
125051,Sydney,15, fun,367,0.14768392370572114,0.0,0.0
124364,Sydney,15, challenge,357,0.14999999999999908,0.0,0.0
125111,Sydney,15, gettingbetter,357,0.14999999999999908,0.0,0.0
125536,Sydney,15, justsmile,357,0.14999999999999908,0.0,0.0
124044,Sydney,15, auspol,259,-0.054471020266918545,118.0,0.4555984555984556
125554,Sydney,15, keepkiisloud,211,0.1369919574895883,0.0,0.0
123951,Sydney,15, animals,194,0.5,0.0,0.0
